idlocalizacao,cep,numero_imovel,complemento,referencia,cidade,categoria
80043,00619-888,2968,Apto,Laboriosam consectetur.,Nascimento Grande,reservado
59287,03408722,8774,Edifício,Cupiditate.,Teixeira Grande,reservado
93570,09688-760,5852,Apto,Dicta.,Abreu do Amparo,reservado
26759,89864-280,7434,Casa,Dicta quaerat.,Carvalho,reservado
14020,31569-127,3019,Edifício,Culpa a.,Rios,alugado
22416,59239022,1885,Edifício,Occaecati aliquid.,Almeida,reservado
30575,81968-027,2367,Bloco,Quis.,da Mata,alugado
75592,23628254,1951,Apto,Architecto.,Fonseca de Moraes,reservado
62671,45279749,1005,Casa,Odio omnis.,Abreu das Pedras,reservado
52883,70594476,7930,Bloco,Vitae ullam.,Ribeiro,reservado
9602,01849-900,2965,Bloco,Ad.,Casa Grande,disponível
22260,63386-125,3617,Apto,Voluptatem sapiente.,Machado do Sul,disponível
33441,74397981,722,Apto,Ratione.,Brito,alugado
14242,48107795,8775,Bloco,Nostrum pariatur.,Araújo,reservado
66103,28510-430,4066,Casa,Maxime rem.,Lopes de Goiás,reservado
27047,27947-866,6672,Apto,Illo.,Silveira,reservado
56252,85248-275,3509,Apto,Magnam iste.,da Cunha,reservado
15163,49092991,531,Casa,Cum harum.,Aragão Verde,reservado
25883,03800906,6760,Apto,Molestias.,Campos Alegre,reservado
31473,43537587,8193,Apto,Ipsam ullam.,Azevedo do Oeste,reservado
60073,74618499,8105,Bloco,Cum.,Moura,reservado
65741,88159765,2944,Casa,Dicta quas.,Cirino,alugado
74325,00833404,774,Edifício,Aspernatur neque.,Fonseca,reservado
32850,58065-964,2871,Apto,Doloribus.,Novaes,alugado
39021,28183772,5349,Casa,Repudiandae.,Aragão,disponível
78028,21498-289,2159,Bloco,Debitis inventore.,Fernandes,disponível
39283,60650-827,9712,Edifício,Neque quia.,Farias Grande,disponível
93315,79157-464,6283,Apto,Facere.,Fogaça de Lopes,disponível
25171,83921-697,7581,Apto,Voluptates nostrum.,Aragão,disponível
51778,95489-916,4224,Edifício,Totam ipsam.,Santos,alugado
84422,42744-290,7788,Edifício,Sapiente.,Caldeira de Rezende,disponível
82710,91966-078,7480,Bloco,Quod laboriosam.,Castro de Viana,alugado
39053,06338928,3040,Casa,Eveniet.,Rocha de Borges,disponível
45225,68266911,8235,Bloco,Enim.,das Neves do Campo,disponível
75397,32413-186,5444,Casa,Natus architecto.,Cavalcante,reservado
40316,44118273,1398,Casa,Dolorum omnis.,Rodrigues,alugado
58355,89499007,3195,Apto,Corporis quo.,Leão do Amparo,disponível
97731,90166-309,5861,Apto,Similique aliquid.,Silveira,reservado
83394,42035-960,6643,Bloco,Vitae.,Pereira da Praia,disponível
94935,57541747,3359,Edifício,Ratione nam.,da Rosa,disponível
14350,76868207,5938,Bloco,Vero excepturi.,Siqueira de Minas,disponível
91436,03014-587,9720,Casa,Vel.,Vieira,reservado
63152,28605-436,5351,Bloco,Nisi dolores.,Araújo de da Rosa,disponível
69212,31666-908,7442,Edifício,Ipsa tempora.,Nascimento,reservado
91009,48188-241,4993,Edifício,Odit.,da Rocha da Serra,reservado
25382,21807644,8315,Bloco,Quas blanditiis.,Aparecida,disponível
91799,32055-824,8025,Apto,Veritatis.,da Cunha,reservado
63920,62214883,9524,Casa,Doloribus.,Mendonça Alegre,reservado
4908,88439-808,3517,Edifício,Ipsa sequi.,Casa Grande de Minas,alugado
68895,14908798,9887,Casa,Ipsum.,Albuquerque,disponível
17255,14371161,7962,Casa,Aliquid quam.,Garcia do Sul,alugado
90397,75305484,8674,Casa,Dolore.,Cavalcante,alugado
2198,07856-265,9309,Edifício,Cupiditate.,Moreira,alugado
73152,96764134,7496,Bloco,Fugit quisquam.,Albuquerque do Oeste,reservado
95621,25380-930,5173,Casa,Natus minima.,Pereira da Serra,disponível
7480,86760782,3004,Bloco,Architecto.,Macedo do Sul,alugado
98789,71862-402,463,Apto,Numquam.,Sá da Prata,reservado
62958,09167740,5185,Casa,Reiciendis possimus.,Carvalho de Câmara,alugado
79282,58411-149,941,Bloco,Minima.,Moreira Grande,alugado
40875,45338-299,9065,Edifício,Sapiente.,Farias,disponível
6618,43614-063,5549,Edifício,Ea itaque.,Martins do Oeste,alugado
5313,47295670,7049,Edifício,Labore.,Aparecida,alugado
37947,41250483,827,Edifício,Vel cupiditate.,Novaes,reservado
43134,85183-212,3357,Edifício,Cumque.,da Conceição dos Dourados,alugado
25093,30315974,4117,Apto,Vel.,Abreu de Duarte,disponível
66769,18449-308,4503,Edifício,Nam.,Siqueira do Campo,disponível
12404,14173-924,405,Bloco,Repudiandae rerum.,Andrade do Sul,reservado
91581,86376-533,6232,Apto,Recusandae.,Rios da Mata,alugado
42050,48792-091,7333,Edifício,Repellendus.,Novaes,reservado
5306,34281212,1267,Apto,Magni.,Campos,alugado
68183,26278963,7310,Casa,Dolore excepturi.,Albuquerque,alugado
93607,21690-306,969,Edifício,Et.,Casa Grande,alugado
36667,78791-983,5538,Apto,Possimus optio.,Ferreira,alugado
1245,13177-834,2528,Edifício,Itaque.,Novais,alugado
25325,92552-609,5768,Edifício,Quasi fugiat.,Rios de Goiás,disponível
6664,81282886,929,Casa,Et.,Vasconcelos,alugado
63316,97496-511,3244,Bloco,Accusantium nemo.,Viana de Minas,reservado
53556,63812053,5647,Bloco,Quaerat delectus.,Casa Grande,alugado
24210,43650211,7336,Apto,Tempore.,Pacheco,reservado
72281,00169265,3148,Apto,In quaerat.,Borges,disponível
8057,82897471,2008,Apto,Ipsam sit.,Barbosa,disponível
37945,87162635,3397,Casa,Sunt.,Moreira,reservado
50267,55297-857,178,Bloco,Laboriosam.,da Luz Verde,alugado
55727,11701-539,4155,Bloco,Velit dolores.,Peixoto,reservado
42001,30833469,2256,Edifício,Ullam.,Barbosa de Guerra,reservado
80569,22458748,4359,Bloco,Quo.,Dias,reservado
93864,93654389,4338,Apto,Aliquid asperiores.,Vargas,disponível
18264,23924004,6147,Casa,Nesciunt.,Rios,alugado
23516,48916-177,2853,Bloco,Rem.,Montenegro de da Mota,disponível
35750,70069-075,4853,Bloco,Blanditiis.,Rios,reservado
43340,56426-403,1277,Apto,Hic.,Rocha,alugado
87133,44633-326,1037,Apto,Saepe.,Peixoto de Pacheco,alugado
20433,01479-996,8791,Apto,Officia dolores.,Monteiro de Montenegro,alugado
45970,77992-658,7696,Edifício,At.,Pacheco do Norte,disponível
33948,92092-707,3924,Apto,Deleniti a.,Pires de Barros,reservado
32749,69626-681,8561,Apto,Saepe.,Campos de Cavalcante,alugado
16255,75558-461,444,Edifício,Sunt culpa.,Rodrigues,reservado
82639,29358-995,6657,Edifício,Repellat.,Pires dos Dourados,disponível
5627,83789-934,3311,Apto,Incidunt voluptas.,Fernandes do Galho,reservado
4719,32869-115,1300,Casa,In alias.,Pinto da Serra,disponível
97099,93387461,1909,Casa,Quasi.,Monteiro do Sul,disponível
16561,26985528,7821,Apto,Corrupti sequi.,Barros de Cassiano,alugado
22664,36392102,9460,Bloco,Laborum cum.,Lima,reservado
57441,02407024,1374,Casa,Illo.,Campos,disponível
36810,27270071,2930,Edifício,Ratione.,Mendonça de Farias,reservado
37829,22534-074,8847,Casa,Quam.,Siqueira Paulista,disponível
68452,60429-675,9657,Bloco,Repellendus corporis.,Camargo,disponível
32062,26042429,1998,Casa,Omnis.,Guerra,reservado
59249,44189-296,3186,Bloco,Nihil quasi.,Borges de da Rosa,reservado
28361,49295-344,2293,Casa,Sit recusandae.,Lima,disponível
21074,97031-128,2890,Casa,Magnam.,Freitas,reservado
3486,99579911,656,Casa,Aspernatur.,Teixeira,reservado
38006,33449-560,170,Bloco,At numquam.,Costela de Cavalcanti,alugado
78052,57350659,4100,Edifício,Reiciendis.,Gomes,reservado
47339,95144959,1201,Apto,Quibusdam cumque.,Rezende,disponível
67119,52508-335,3437,Casa,Consequatur.,Fogaça,disponível
46341,92148-653,6369,Edifício,Velit.,Siqueira da Mata,alugado
98145,14974-147,5922,Bloco,Cumque.,Cirino,disponível
22084,29032942,7707,Edifício,Eius.,Barbosa da Serra,alugado
60006,84788-951,1259,Bloco,Modi magni.,Guerra da Mata,disponível
61074,71109-651,9199,Casa,Accusantium.,Gonçalves da Serra,disponível
56144,87317515,4401,Edifício,Incidunt debitis.,da Mata,alugado
89505,66327170,9758,Apto,Commodi at.,Azevedo dos Dourados,alugado
26525,57546185,1078,Bloco,Nostrum.,Jesus da Mata,disponível
15436,06927-130,3986,Apto,Sint ratione.,Gonçalves de da Paz,disponível
9559,33536354,3122,Casa,Modi consequuntur.,Azevedo de Silveira,reservado
86472,55618604,1330,Casa,Blanditiis est.,Porto de da Costa,reservado
78071,72999-028,6240,Casa,Exercitationem libero.,Vargas de Moraes,disponível
80924,08062-584,4265,Apto,Aspernatur.,Pacheco,reservado
31116,01980333,7544,Bloco,Optio.,Jesus,reservado
51365,83064-097,4701,Edifício,Assumenda rerum.,Lopes,disponível
44448,29526-588,5062,Edifício,Voluptatibus.,Garcia,disponível
84964,18572-306,2198,Edifício,Modi eum.,Costela,alugado
97303,80216-326,1951,Apto,Repellat molestiae.,Moreira,disponível
59233,30649880,1960,Bloco,Asperiores.,Silveira,disponível
58920,28919817,9200,Bloco,Eveniet impedit.,Ramos,alugado
8775,07236-137,4591,Casa,Saepe.,Nunes do Sul,disponível
13138,30215609,6032,Edifício,In.,Viana da Mata,alugado
95778,77924320,7197,Casa,Hic possimus.,Fonseca do Norte,reservado
6371,88031-166,56,Edifício,Fuga.,Vargas,alugado
65207,73897-937,2949,Apto,Asperiores suscipit.,Casa Grande,disponível
1407,47536732,2426,Casa,Repellendus blanditiis.,Cassiano das Pedras,disponível
9561,71451699,2632,Casa,Provident nesciunt.,Abreu,reservado
56356,12719-580,3644,Casa,Voluptas.,da Mata,disponível
96916,12534977,596,Casa,Ab nesciunt.,Porto,alugado
89013,63147-205,6376,Bloco,Ab nobis.,da Mata,reservado
72609,78443758,1973,Casa,Quos illo.,Andrade,disponível
61748,15196874,8036,Bloco,Rerum.,Abreu,alugado
18963,29440217,2517,Casa,Doloremque.,Macedo de Moura,alugado
29703,78505-374,6947,Edifício,Deserunt qui.,Campos da Mata,disponível
81768,11176787,9127,Bloco,Dicta.,Fonseca da Serra,alugado
35240,01482-148,9792,Edifício,Eligendi.,Teixeira,reservado
32890,39698-793,152,Casa,Animi.,Alves,disponível
81668,83599768,1214,Casa,Pariatur.,da Cruz Grande,reservado
74172,22671-758,9101,Casa,Corporis molestiae.,Teixeira,reservado
98719,37895851,4451,Casa,Id adipisci.,Mendonça,alugado
28685,35536985,7780,Casa,Voluptatum.,Pires Grande,reservado
68223,46451-896,8493,Casa,Molestias impedit.,Costela,reservado
36426,44343-968,2970,Bloco,Provident amet.,Aragão,alugado
33145,55697720,1953,Bloco,Fugiat deleniti.,Barbosa,disponível
88939,80329357,8153,Edifício,Exercitationem temporibus.,Correia do Norte,alugado
72450,18047-927,3312,Apto,Assumenda rem.,da Luz,disponível
91049,28945718,8603,Bloco,Molestiae at.,Albuquerque de Goiás,reservado
58139,22713-981,2059,Edifício,Doloribus.,Alves Paulista,reservado
89057,57720-509,9793,Casa,Ratione ratione.,Jesus,disponível
73650,54406306,911,Bloco,Vitae.,Moreira,disponível
29459,33851-797,7384,Bloco,Voluptatem beatae.,Carvalho de Sá,disponível
16129,35841-367,2933,Apto,Repudiandae voluptatem.,Aparecida da Serra,reservado
36420,32192006,5209,Apto,Earum culpa.,Ramos,disponível
56453,37177459,2596,Edifício,Provident odio.,Albuquerque,disponível
40945,71024-951,2294,Casa,Saepe.,Costa de Cunha,alugado
90773,28506692,168,Edifício,Delectus.,Sales,reservado
75393,31705-599,7720,Bloco,Ut eius.,da Conceição de Nogueira,alugado
24377,92836089,9525,Edifício,Officiis.,da Paz,disponível
69383,22906-156,7344,Edifício,Enim commodi.,Castro,reservado
20701,83760484,9381,Bloco,Nam.,Moura,reservado
15743,07196926,2144,Apto,A.,Vasconcelos de Teixeira,disponível
230,28601287,3996,Bloco,Molestias.,da Costa das Pedras,disponível
68327,63841434,5057,Edifício,Incidunt.,Nascimento,alugado
79249,66244-315,1135,Bloco,Labore.,Borges,alugado
92075,86669-377,4697,Casa,Quidem modi.,Teixeira de Costela,reservado
58958,00124-145,8811,Casa,Quos aliquid.,Cavalcanti,reservado
98061,12131532,7637,Apto,Dicta illum.,Garcia dos Dourados,alugado
71378,62346-877,5187,Bloco,Deleniti.,das Neves,alugado
43386,09544986,4372,Casa,Deleniti necessitatibus.,Lima,reservado
12486,46553243,4163,Bloco,Nostrum reprehenderit.,das Neves,alugado
80291,34318481,585,Apto,Pariatur.,Machado do Oeste,alugado
96987,49777169,3714,Apto,Quae quisquam.,Nascimento,alugado
10375,14083-129,5207,Apto,Consectetur voluptatem.,Martins,disponível
60070,18795341,3997,Apto,Quis quidem.,Barbosa de Rodrigues,disponível
4635,35155-849,9056,Apto,Sed ducimus.,Garcia do Sul,disponível
56929,00130-856,307,Casa,Laboriosam.,Albuquerque,disponível
24859,03988-067,2696,Edifício,Nostrum veniam.,Ramos,reservado
84754,07484874,4268,Casa,Quis.,Monteiro,disponível
89130,85538-080,4637,Bloco,Minima aliquam.,Fonseca,alugado
50399,41893968,3574,Edifício,Aperiam.,Oliveira de Sá,alugado
47262,70121-691,7653,Apto,Amet.,Campos do Sul,disponível
61997,74552188,4054,Casa,Sunt.,Sampaio,reservado
70067,40580984,5660,Bloco,Voluptas sequi.,Gomes,disponível
39171,48147-008,1470,Edifício,Quas voluptatem.,Sá da Mata,alugado
62697,33130267,7705,Apto,Labore impedit.,Campos,reservado
60244,50059-874,7474,Bloco,Deleniti.,Caldeira,disponível
46637,69495-464,1675,Apto,Error.,Almeida,reservado
93911,37273-043,4870,Bloco,Aspernatur.,da Cunha,alugado
72919,10049363,4727,Apto,Quae.,Correia,disponível
38907,06572-860,9943,Casa,Perferendis deleniti.,Brito,disponível
88875,17641426,4148,Bloco,Dignissimos.,Teixeira do Norte,alugado
86079,92486-164,4906,Edifício,Iure.,Peixoto,reservado
21376,25440-584,7673,Casa,Ex.,Nunes,disponível
5973,15007925,368,Bloco,Nulla enim.,Caldeira,reservado
23548,27414101,1303,Casa,Doloribus.,Aparecida do Galho,alugado
3464,29124-943,6151,Edifício,Saepe.,Peixoto,disponível
89794,60776619,1175,Casa,Fugiat officia.,da Cruz da Praia,reservado
27683,76480225,5935,Casa,Praesentium ipsum.,da Costa,alugado
99339,85427-622,5415,Edifício,Cupiditate dolor.,Gonçalves dos Dourados,disponível
45793,03938-116,1462,Casa,Laboriosam.,da Paz,alugado
93471,74105-745,3897,Edifício,Hic quibusdam.,Fonseca da Praia,alugado
92397,55168122,5722,Casa,Deserunt provident.,da Luz dos Dourados,alugado
45001,37232-856,3399,Casa,Ex hic.,Rodrigues,alugado
17102,09667-840,255,Apto,Mollitia.,Barros de Goiás,reservado
37586,43410-851,3897,Bloco,Deleniti.,Abreu,reservado
58610,12622-321,559,Casa,Doloribus.,Santos,disponível
94181,18548-545,7792,Casa,Ex.,Vieira,reservado
69537,18852-102,6930,Edifício,Quidem aut.,Vargas de Andrade,alugado
75691,69618-895,271,Casa,Officia.,Fernandes,alugado
5395,06253-175,5947,Edifício,Commodi facilis.,Leão,reservado
75745,40370223,260,Edifício,At.,Mendes do Norte,reservado
54415,46721899,1036,Casa,Magnam.,Cardoso,reservado
76496,40735263,4741,Bloco,Nihil.,Pires,reservado
52019,96338088,3947,Casa,Commodi.,Rodrigues do Campo,alugado
35708,93796-039,5426,Casa,Officiis doloribus.,Nogueira do Amparo,reservado
81527,28920157,248,Bloco,Saepe.,Marques Verde,reservado
32017,15868128,5799,Edifício,Cupiditate perferendis.,da Paz,reservado
22489,19634820,4044,Casa,Perspiciatis.,Mendes do Galho,alugado
11394,77709430,3738,Apto,Minus saepe.,Nunes,disponível
94876,23773779,5233,Apto,Aut.,Sampaio,disponível
36041,46689-349,5617,Bloco,Explicabo necessitatibus.,Moura do Norte,reservado
7218,72006013,9655,Casa,Tempora.,da Luz do Norte,disponível
18080,95738-929,7304,Bloco,Itaque consequuntur.,Sampaio,alugado
12317,57553-663,3721,Casa,Ea omnis.,Mendonça de Caldeira,disponível
50191,25310077,7901,Edifício,Libero quidem.,da Costa do Galho,reservado
89336,21279-740,6728,Bloco,Est molestiae.,Alves das Flores,alugado
29013,18296948,7715,Edifício,Perferendis placeat.,Aparecida,reservado
39025,23401-206,9114,Apto,Sed.,Vieira de Marques,disponível
85146,63353808,2542,Edifício,Culpa cupiditate.,Correia de Minas,reservado
83836,29074-661,5305,Bloco,Nulla hic.,Freitas das Flores,alugado
54536,87839-252,805,Bloco,Repudiandae repudiandae.,da Conceição,alugado
50570,44134-057,3123,Apto,Repellat esse.,Siqueira Grande,reservado
21454,07377320,5189,Apto,Necessitatibus sapiente.,Sá de Goiás,reservado
58358,60550944,7924,Edifício,Recusandae quibusdam.,da Mota,reservado
49261,43327361,8382,Bloco,Iure.,Albuquerque,alugado
4344,35974306,7524,Apto,Ipsam nemo.,Brito da Serra,alugado
97027,17171906,4499,Apto,Doloribus voluptatum.,da Luz dos Dourados,alugado
39001,17116310,1138,Bloco,Laudantium cumque.,Alves,alugado
16334,69721329,1718,Apto,Occaecati.,da Cruz,alugado
11718,60502-352,3117,Apto,Delectus.,da Rocha do Sul,disponível
559,17773609,5345,Casa,Cum.,Rodrigues,alugado
86825,07983815,9625,Casa,Corporis blanditiis.,Moreira das Pedras,alugado
88771,44170-178,7906,Edifício,Veritatis vero.,da Conceição,alugado
24461,75493-782,3371,Casa,Ea adipisci.,Novaes,reservado
77277,06855023,6731,Apto,Officia.,Rios,disponível
71409,54846849,9250,Bloco,Labore.,Pacheco,alugado
56050,09997516,731,Apto,Et.,Borges do Norte,disponível
63920,72496-692,5876,Casa,Saepe.,Melo,disponível
24479,88972826,5107,Edifício,Distinctio unde.,Duarte,alugado
15903,22839-226,5014,Apto,Nulla nesciunt.,Rios,reservado
91400,39626-179,8242,Casa,Nostrum.,Souza da Serra,reservado
12847,79631-021,9767,Edifício,Nam.,Novais do Norte,reservado
64156,65571-943,8545,Edifício,Quidem deserunt.,Rezende do Sul,alugado
26421,61523713,1429,Edifício,Nesciunt reprehenderit.,Castro,alugado
56355,98331240,8213,Casa,Voluptatibus deleniti.,da Luz de Vasconcelos,disponível
64443,26353246,5835,Casa,Iure vero.,Teixeira da Mata,alugado
22069,02095-695,1256,Edifício,Vel.,Mendonça de Carvalho,alugado
51938,53411948,5771,Bloco,Dolor.,Guerra do Sul,alugado
73790,19564-252,6399,Apto,Exercitationem aut.,Jesus Paulista,reservado
38625,98727537,5309,Edifício,Enim aspernatur.,Gonçalves do Amparo,reservado
71252,04039-861,5159,Apto,Mollitia.,Pastor das Flores,disponível
72238,37604-826,2078,Casa,Porro.,da Costa,alugado
92031,33555315,236,Casa,Sunt est.,da Mata,alugado
36935,14996-526,4275,Bloco,Pariatur quam.,Aragão,disponível
55226,02164-644,5240,Edifício,Vitae voluptatibus.,das Neves de Minas,reservado
3402,05164725,4625,Casa,Perspiciatis repellendus.,Câmara,disponível
15807,92583-136,5995,Casa,Non aperiam.,Fogaça,disponível
96633,28912177,3723,Casa,Dolores quos.,Cirino,disponível
25013,85281292,6233,Edifício,Numquam reiciendis.,Abreu de Nunes,disponível
87937,61805-561,7799,Bloco,Animi.,Vasconcelos,disponível
16014,03266350,3948,Casa,Molestiae autem.,Caldeira,reservado
93273,22418-151,1727,Apto,Minima exercitationem.,Rodrigues,alugado
72134,82179-125,7943,Edifício,Placeat distinctio.,Araújo,reservado
35409,83749-979,9923,Bloco,Ipsum et.,Barros,reservado
99186,41438-235,1257,Edifício,Maiores atque.,Lima Grande,reservado
17245,74985-318,6402,Bloco,At dignissimos.,Alves de Mendonça,alugado
58254,81794-368,9092,Casa,Fugiat reiciendis.,Campos,alugado
81151,28307661,7810,Apto,Aspernatur necessitatibus.,Freitas de Pacheco,reservado
86611,31325537,6979,Casa,Ab.,Jesus Alegre,alugado
79877,26017-803,4653,Edifício,Incidunt.,Nogueira do Oeste,disponível
26531,65321-985,746,Bloco,Quae.,Pereira de Sousa,disponível
85527,46554618,7226,Apto,Voluptate ab.,Brito,disponível
73861,84403458,5298,Casa,Magnam recusandae.,Albuquerque de Minas,disponível
1748,66906-531,1692,Apto,Autem explicabo.,Lopes do Norte,disponível
40164,66997540,2794,Edifício,Vero iste.,Aparecida de Minas,alugado
19248,20808904,3379,Bloco,Sequi.,Moreira,disponível
34384,42911-737,3313,Casa,Dignissimos repellat.,Freitas,alugado
32001,60094726,9384,Apto,Et.,da Luz Grande,disponível
42279,59060-506,763,Apto,Tenetur ut.,Leão de Pacheco,alugado
25658,58284444,7045,Edifício,Illo.,Andrade,alugado
85310,29178-123,5440,Apto,Enim esse.,Rios,disponível
9606,95085-601,8041,Apto,Sit.,Abreu Paulista,disponível
5583,53326-750,4929,Casa,Nulla amet.,Monteiro,alugado
91061,82295-734,7171,Bloco,Ipsum.,Rezende da Praia,disponível
15710,61751-770,5212,Bloco,Ullam.,da Cunha de Minas,disponível
3377,63524-351,1889,Bloco,Consequuntur at.,Pires,reservado
85761,63510-588,1143,Edifício,Minima ad.,Sales Paulista,alugado
81110,52468-726,8886,Apto,Impedit minima.,Andrade de Correia,disponível
48846,13766002,395,Edifício,Itaque.,Alves,alugado
13017,76779-497,1181,Apto,Facere optio.,Silveira,reservado
51938,18294-649,2725,Edifício,Beatae hic.,Nascimento,disponível
44160,33623019,5015,Edifício,Quos.,Barbosa,reservado
65802,04702-979,6067,Casa,Illo sequi.,Cardoso da Serra,alugado
1535,56058991,1296,Edifício,Aliquid exercitationem.,Mendes,alugado
18562,26424800,4774,Apto,Unde.,Albuquerque Grande,alugado
