idcategoria,nome,descricao,data_criacao,data_atualizacao
40608,reservado,Eum sequi ab.,2022-11-08,2024-01-04
19029,alugado,Modi accusantium eius autem.,2023-04-05,2024-04-07
41352,reservado,Voluptates nisi eius culpa.,2022-09-10,2022-06-10
76242,disponível,Dolorem eaque itaque autem.,2023-06-11,2022-08-19
38547,disponível,Vel incidunt earum dolore.,2022-10-23,2023-06-18
11316,alugado,Iste iste id voluptate.,2022-06-03,2022-11-08
19940,disponível,Totam consequuntur tempore.,2024-11-15,2024-05-03
60126,disponível,Debitis nisi quasi velit.,2024-08-29,2024-01-20
2271,disponível,Qui consequatur molestiae.,2024-09-13,2024-10-19
8145,alugado,Est delectus quas ducimus.,2022-08-30,2024-04-25
35256,alugado,Cumque ad odit aut.,2023-08-28,2022-12-06
9295,alugado,Ab nemo corrupti veniam.,2024-06-03,2022-03-07
7857,reservado,Consequuntur fuga natus iste.,2023-11-05,2023-06-30
72559,alugado,Ipsum accusantium nostrum.,2022-12-03,2023-04-02
12449,alugado,Vitae hic atque porro.,2022-02-28,2022-04-27
26555,disponível,Corrupti ducimus provident.,2023-03-16,2022-01-01
80668,alugado,Error aperiam nesciunt esse.,2022-03-31,2022-09-14
93015,reservado,Vel laboriosam aliquam.,2023-12-31,2023-02-07
57189,reservado,Voluptatum sunt doloribus.,2024-01-01,2022-01-31
93729,disponível,Quod officia nam natus.,2023-04-23,2022-08-27
38294,disponível,Accusamus neque earum quam.,2023-06-15,2024-02-08
79332,alugado,Fuga animi maxime.,2024-11-05,2023-07-18
43955,alugado,Natus provident aliquid iste.,2022-11-10,2022-04-11
12366,reservado,Error labore aliquam.,2022-08-12,2022-03-09
14640,alugado,Possimus in fugiat.,2022-05-14,2024-11-01
81511,alugado,Vero saepe dicta.,2021-12-17,2024-05-07
72594,disponível,Id incidunt vel perferendis.,2023-02-01,2023-09-20
6360,disponível,Magni dignissimos qui.,2022-11-03,2023-06-18
13770,reservado,Architecto omnis dolorem.,2023-01-23,2024-09-20
45456,disponível,Autem ex iste illum.,2022-10-27,2023-12-22
19179,reservado,Fugiat dolor quam.,2023-02-25,2024-09-20
71477,alugado,Hic in quibusdam.,2022-07-04,2024-05-31
42778,alugado,Nostrum aut id.,2023-09-28,2022-06-16
65201,reservado,Dolore odit eos explicabo.,2022-05-11,2023-04-26
33690,disponível,At odit quae sed.,2022-08-25,2024-04-06
95077,reservado,Quam excepturi et.,2021-12-03,2022-05-06
22428,reservado,Odit cum impedit.,2024-06-25,2024-02-04
56684,reservado,Quas nam doloribus.,2023-03-21,2023-11-15
46390,disponível,Omnis accusantium modi ex.,2022-02-01,2022-03-11
52313,reservado,Eaque aut consectetur alias.,2023-05-15,2023-10-18
18997,disponível,A ipsum autem minima.,2024-10-07,2023-03-19
57725,disponível,Quod dolorum fuga nihil.,2024-08-14,2023-06-11
74702,reservado,Deserunt natus tenetur nemo.,2024-07-11,2023-02-15
38443,alugado,Consequuntur molestiae est.,2023-02-07,2023-06-13
18860,alugado,Hic ab occaecati.,2022-01-27,2024-08-18
95628,disponível,Dolores eligendi hic nostrum.,2022-03-31,2023-06-08
61069,disponível,Perspiciatis animi odit.,2024-05-19,2023-04-22
16975,reservado,Debitis eum nihil est omnis.,2022-04-11,2023-10-28
7658,reservado,Libero aliquam illum vitae.,2024-07-12,2024-10-25
17616,disponível,Odio doloribus modi.,2023-10-20,2024-08-05
85473,alugado,Autem cumque sint.,2024-03-07,2024-07-23
66610,alugado,Quos maxime minima facere.,2023-07-06,2023-05-17
20457,disponível,Eum a deleniti quae officiis.,2024-10-27,2023-07-14
73142,alugado,Cum ex ex facere numquam.,2023-04-21,2024-10-26
22719,disponível,Blanditiis nemo est dolorem.,2023-03-15,2024-10-12
20117,alugado,Adipisci nam nisi qui.,2022-08-14,2022-03-14
85845,disponível,Architecto quos quo dolorem.,2024-01-05,2022-08-28
63688,alugado,Dolores cum asperiores.,2024-01-09,2024-03-18
36373,alugado,Atque culpa blanditiis non.,2022-03-21,2024-01-16
76830,reservado,Aliquam nostrum illum magni.,2024-07-29,2024-07-07
65903,disponível,A ullam excepturi laboriosam.,2022-09-14,2022-10-13
56939,disponível,Optio atque quisquam.,2024-10-16,2023-04-30
87441,disponível,Nihil beatae natus voluptas.,2023-12-21,2024-01-13
68321,disponível,Tempore totam quaerat odio.,2024-07-02,2022-10-09
41350,disponível,At nobis nulla et.,2024-01-11,2024-10-01
53464,disponível,Hic amet ullam.,2023-08-30,2023-01-30
91579,alugado,Maxime odio id officiis.,2024-08-25,2024-07-22
33007,disponível,Saepe sit ipsa cupiditate.,2022-02-14,2023-08-04
79794,alugado,Fuga sed nisi maxime.,2022-02-09,2024-07-26
36085,alugado,Sequi facilis amet enim.,2022-03-25,2023-01-29
68932,disponível,Voluptate consequuntur vero.,2021-11-29,2022-11-25
31025,alugado,Sit temporibus quia.,2024-08-07,2023-10-19
69658,reservado,Fugit enim facere maxime.,2024-08-02,2023-01-17
842,alugado,Quam sint sunt quae nobis.,2022-11-27,2021-11-24
98361,alugado,Fugit iste distinctio atque.,2022-11-30,2022-09-27
58625,alugado,Delectus magni quod libero.,2023-03-07,2022-05-07
61154,reservado,Excepturi autem est hic.,2024-02-07,2022-02-28
71965,disponível,Facilis illo aliquam amet.,2021-12-24,2024-02-08
29983,disponível,Nesciunt iusto ipsum.,2022-12-01,2024-11-13
18043,alugado,Et officia veniam eos.,2022-02-06,2022-09-14
61582,alugado,Adipisci dolorem quo.,2023-02-02,2024-11-17
59359,disponível,Natus ex repudiandae aliquam.,2021-11-28,2022-02-14
68171,disponível,Dolore temporibus totam non.,2022-12-27,2023-11-26
53098,disponível,Iusto dolore minima.,2023-10-17,2024-10-15
22889,disponível,Tempore debitis quia animi.,2024-06-12,2024-10-11
36589,reservado,Deleniti nobis ipsa.,2023-06-06,2022-06-16
93029,alugado,Id saepe nulla enim.,2022-01-13,2024-04-29
24681,disponível,Veritatis a voluptatibus aut.,2022-04-05,2024-10-11
25671,disponível,Debitis quis accusantium.,2024-05-31,2022-04-17
84455,reservado,Quo tempore fuga harum.,2023-03-10,2023-08-25
41077,alugado,Et ad labore optio.,2021-12-03,2023-09-07
4777,reservado,Ipsam aperiam consequuntur.,2024-01-30,2024-05-27
80701,disponível,Doloremque in aspernatur.,2021-12-13,2024-03-24
64978,alugado,Deleniti accusantium eaque.,2024-05-22,2023-06-27
68931,alugado,Ad dicta excepturi magni.,2022-12-20,2021-11-28
28589,reservado,Assumenda accusamus eos hic.,2024-05-23,2022-09-28
69347,disponível,Commodi hic eligendi enim.,2023-03-09,2024-07-24
32878,alugado,Hic rerum hic totam.,2022-11-08,2024-01-26
81977,alugado,Est error ullam non.,2022-07-06,2022-03-08
39078,reservado,Quo vero odio.,2023-11-08,2023-10-20
52194,disponível,Officia magnam sunt qui.,2024-05-23,2022-03-03
14446,alugado,Cumque placeat excepturi est.,2022-01-04,2023-07-23
65482,reservado,Exercitationem debitis velit.,2024-09-20,2022-05-08
76718,reservado,Earum corrupti nemo.,2022-10-28,2024-06-26
97194,reservado,Dolorem quae enim nobis.,2022-05-13,2023-03-01
54846,alugado,Iusto repellendus voluptate.,2024-07-18,2022-01-05
48080,disponível,A nostrum aut ipsa.,2022-09-30,2022-06-22
40672,alugado,Nihil in ex dolore.,2023-03-16,2023-07-14
59943,reservado,Nisi ex illo sit.,2023-01-24,2022-10-31
65924,reservado,Nam vitae aliquam totam.,2022-06-23,2022-11-30
96025,alugado,Culpa in ea dignissimos aut.,2024-01-06,2023-04-26
88054,reservado,Enim laboriosam dolore quas.,2024-05-14,2022-05-30
73566,disponível,Vero eaque odit quia quod.,2024-01-12,2023-04-11
4135,alugado,Esse modi sed maiores.,2022-07-13,2022-03-16
53837,disponível,Aspernatur id quidem soluta.,2022-03-18,2022-12-27
90137,reservado,Accusantium laborum illo.,2023-07-15,2022-05-30
10791,alugado,Omnis delectus qui.,2023-05-12,2023-08-14
72103,reservado,Veniam sint ab.,2022-07-09,2024-06-03
55402,reservado,Veritatis doloremque nostrum.,2023-01-05,2023-10-15
70342,reservado,Ipsa ipsa sapiente.,2023-06-12,2022-02-19
15861,disponível,Commodi nobis repudiandae.,2024-03-03,2022-12-17
46792,alugado,Nobis quam assumenda.,2024-07-26,2022-08-18
97690,disponível,Fugit aut adipisci sit.,2022-12-04,2023-08-14
75060,disponível,Laborum unde repellat.,2023-04-14,2024-03-08
43092,disponível,Quis fugiat molestiae modi.,2022-11-09,2021-12-19
92293,disponível,Tempore corporis iste illo.,2022-06-17,2023-06-09
16231,disponível,Cum iure eaque.,2024-06-30,2023-09-17
72371,disponível,Doloremque quis reiciendis.,2023-05-04,2024-08-04
81895,disponível,Recusandae odio modi.,2022-10-01,2024-08-26
48019,alugado,Quas laboriosam at.,2024-08-24,2024-05-14
34407,disponível,Minima modi quas nemo ea.,2023-01-02,2023-06-11
88434,alugado,Alias corrupti dicta.,2022-08-20,2023-11-14
44957,alugado,Suscipit voluptatibus ut.,2024-04-03,2024-08-23
32193,reservado,Iure ratione sint facilis.,2022-01-31,2022-06-07
73263,alugado,Officia maiores quasi.,2022-05-30,2024-10-15
77209,disponível,Id aperiam doloribus nulla.,2023-10-12,2023-09-18
48426,reservado,Atque doloremque quasi quia.,2022-05-14,2024-02-06
42057,disponível,Debitis consequatur maiores.,2024-02-24,2022-03-28
49564,reservado,Beatae quia ipsum deserunt.,2023-09-13,2022-07-10
99860,disponível,Ut ipsa voluptate.,2022-01-17,2024-04-05
42644,alugado,Autem facilis nobis nemo.,2022-05-29,2022-04-07
67222,reservado,Quos eum molestias.,2023-10-11,2024-08-22
49896,alugado,Incidunt quae fugiat quo.,2024-09-12,2022-07-10
87928,reservado,Quaerat error hic sit natus.,2023-07-29,2024-07-17
97373,reservado,Debitis fugiat quaerat.,2023-07-05,2024-03-25
608,disponível,Numquam autem sed.,2022-04-10,2023-02-05
32543,alugado,Veritatis quia molestias.,2022-12-23,2024-04-12
26301,reservado,Ad natus rerum dicta velit.,2022-10-30,2024-10-29
7318,alugado,Quae enim veritatis.,2024-08-06,2022-12-29
69438,alugado,Ab ex libero impedit quod.,2024-04-28,2023-12-15
72918,reservado,Iure ducimus fugiat quas.,2024-04-02,2023-07-23
11231,reservado,Recusandae iste vero.,2022-02-25,2022-12-26
47295,reservado,Minima quasi impedit quae.,2024-08-28,2022-03-17
62430,disponível,Ad provident velit incidunt.,2024-09-15,2024-03-23
19828,alugado,Recusandae ipsa nam non.,2022-08-05,2024-11-01
12160,disponível,Corporis ad iure.,2022-07-28,2022-04-08
58718,reservado,Ad unde nisi.,2022-04-19,2022-01-28
5057,reservado,Aperiam ipsum deserunt atque.,2024-01-12,2022-11-27
75047,reservado,Eveniet ut nemo.,2023-06-16,2023-07-29
71405,disponível,Eos culpa iure est cumque.,2024-09-09,2022-03-04
94954,alugado,Neque placeat veritatis.,2024-05-22,2023-05-05
75161,alugado,Hic ipsum fugiat.,2022-05-17,2024-11-11
84017,reservado,At rem dolorem dolores.,2024-10-04,2024-09-07
22019,reservado,Occaecati deleniti eos optio.,2024-08-10,2023-06-28
20570,alugado,Veniam fuga odio sed sit.,2024-06-19,2024-02-10
93506,disponível,Quis rerum magni et commodi.,2022-12-17,2023-12-24
36309,reservado,Cum iusto vel sint cum.,2024-01-20,2022-02-16
96385,alugado,Quidem blanditiis suscipit.,2024-07-08,2022-01-04
43395,reservado,Amet unde enim.,2024-01-30,2023-07-29
77432,alugado,Ut ipsam dolore nisi totam.,2024-08-20,2023-10-26
5624,disponível,Fuga sint vitae.,2023-05-27,2022-09-11
95419,reservado,Fugiat unde maxime.,2022-09-20,2024-05-26
43895,disponível,Ad iste fuga.,2024-07-22,2022-09-14
76206,reservado,Quas provident deleniti.,2022-03-09,2023-11-04
3197,alugado,Doloribus eos optio sit.,2022-10-23,2024-11-14
88904,reservado,Aut unde hic dolorem.,2022-01-02,2024-03-30
12968,alugado,Ab quas modi tempora facilis.,2022-07-03,2023-01-16
94006,reservado,Assumenda ab corrupti natus.,2023-04-21,2024-02-02
22110,reservado,Voluptates fugit asperiores.,2024-04-04,2023-08-10
11064,alugado,Rerum sint fuga nam.,2023-12-20,2024-05-24
20841,reservado,Exercitationem sint mollitia.,2022-06-25,2023-04-28
2475,alugado,Est fuga sed dignissimos.,2022-05-30,2023-08-26
28952,alugado,Officia repellendus dolorem.,2022-01-19,2022-06-27
20158,reservado,Accusantium qui sunt.,2022-03-12,2023-02-10
81136,alugado,Odio modi id facilis.,2022-11-16,2024-02-16
33012,disponível,Nisi eum saepe.,2023-07-25,2023-07-10
99489,alugado,Delectus quod odio.,2022-02-06,2022-10-21
66919,alugado,Est quam atque ea voluptatem.,2023-09-16,2021-12-24
5266,disponível,Saepe omnis vitae ad.,2024-04-02,2022-04-06
43319,disponível,Voluptatibus vel odit cum.,2023-12-28,2023-07-04
32618,alugado,Nam doloremque animi sint.,2024-01-08,2022-03-14
68816,reservado,Amet adipisci error in a.,2023-06-16,2022-12-02
64971,alugado,Quia repudiandae quae iste.,2023-02-28,2022-04-14
58562,alugado,Autem aliquam architecto.,2022-01-25,2024-04-05
12625,alugado,Animi alias enim aliquam.,2021-12-20,2023-03-04
56681,alugado,Amet culpa error.,2022-01-29,2023-03-24
18085,disponível,Vel soluta cupiditate unde.,2024-10-19,2023-09-18
5616,reservado,Quibusdam praesentium et.,2024-08-02,2024-02-28
17787,alugado,Eos exercitationem animi.,2024-07-05,2023-01-31
20136,alugado,Odio tenetur cum.,2023-07-16,2023-12-11
33509,alugado,Magni culpa laborum non.,2024-06-16,2022-12-01
37575,alugado,Pariatur labore expedita et.,2022-07-06,2022-06-26
28281,disponível,Consequatur iure quis.,2022-10-14,2022-10-24
57179,disponível,Officiis officia laboriosam.,2024-10-15,2023-04-05
44833,alugado,Aspernatur quibusdam sunt ut.,2022-10-13,2023-12-01
20460,alugado,Numquam eaque hic illum modi.,2022-10-31,2022-01-20
64580,disponível,Facere rem vero officiis rem.,2024-07-10,2022-10-19
5868,reservado,Tenetur aliquam neque at.,2024-04-14,2024-10-22
41922,disponível,Ex quod omnis iste aliquam.,2024-03-23,2022-10-13
2579,disponível,Tenetur aut in.,2023-08-12,2022-02-28
20152,disponível,Magni eveniet quasi.,2024-08-18,2022-12-22
32455,disponível,Quidem in rerum perspiciatis.,2023-08-31,2024-09-25
61957,disponível,Ad ipsam quia expedita.,2024-10-02,2024-02-10
63162,alugado,Ipsa facere quod dolorem.,2022-02-13,2022-01-05
36043,reservado,Voluptas deleniti totam.,2023-08-04,2022-10-11
1632,alugado,Sunt amet velit.,2024-02-08,2023-12-28
55223,alugado,Sapiente veritatis sapiente.,2024-10-14,2022-03-22
35800,alugado,Unde sapiente cum saepe.,2023-08-03,2024-03-25
25185,reservado,Harum architecto temporibus.,2022-09-01,2023-09-23
83532,alugado,Aspernatur commodi dolorem.,2024-06-28,2023-08-07
55378,disponível,Porro aliquid labore.,2022-11-11,2024-06-17
34849,alugado,Odit quasi sapiente pariatur.,2022-02-07,2023-06-29
99187,alugado,Vel ex fugiat.,2023-12-25,2022-05-19
68962,disponível,Nostrum culpa illo.,2022-07-15,2024-02-12
13393,reservado,Nemo ducimus minus.,2023-11-07,2024-11-02
34364,reservado,Nemo quasi libero nisi.,2024-06-30,2024-03-06
91747,reservado,Saepe reprehenderit nulla.,2021-12-01,2024-10-27
93378,alugado,Facere veniam quaerat dicta.,2024-01-17,2023-11-20
59446,alugado,Expedita molestiae aliquam.,2024-10-17,2022-03-13
22451,alugado,Eveniet recusandae facilis.,2022-09-29,2022-03-05
53171,alugado,Quidem nihil cum adipisci.,2022-02-28,2023-12-16
15945,disponível,Ipsum autem quasi amet.,2022-10-14,2022-03-15
49049,reservado,Repudiandae debitis eveniet.,2022-12-14,2023-07-31
64175,disponível,Nisi porro repudiandae ipsa.,2024-06-07,2022-11-12
1869,disponível,Fuga quia sapiente quia.,2022-11-14,2022-04-06
70580,reservado,Magnam accusamus veniam.,2022-11-27,2021-11-25
35504,disponível,Non eaque eius ut fuga.,2023-12-05,2024-08-30
32572,alugado,Commodi natus a distinctio.,2023-05-09,2023-02-19
23121,disponível,Quod harum laborum.,2022-11-22,2023-07-25
5039,reservado,Nesciunt sed minus.,2024-05-31,2022-08-10
52657,alugado,Incidunt quam at.,2024-11-01,2024-01-18
67508,reservado,Aliquam consequuntur maxime.,2023-02-19,2022-01-18
8749,disponível,Ab ea amet culpa deserunt.,2024-11-09,2023-07-23
89842,disponível,Repellat illo placeat facere.,2022-04-24,2023-05-04
42609,alugado,Totam modi odio ab id.,2024-07-05,2022-02-22
50825,reservado,Quod cumque magni autem.,2021-12-01,2024-09-07
94215,disponível,Porro animi sunt ipsa.,2022-02-01,2022-04-20
63609,reservado,Perspiciatis voluptates quis.,2024-03-12,2022-06-28
55708,alugado,Fugiat natus molestiae.,2022-09-26,2023-09-27
87345,reservado,Maxime fuga mollitia.,2023-09-05,2022-05-03
14692,reservado,Nisi sit soluta fuga amet.,2022-08-17,2024-01-08
38400,alugado,Nam autem quam et.,2024-07-12,2022-08-22
31139,disponível,Magni repudiandae alias.,2024-07-07,2022-05-27
26664,alugado,Quod natus nisi tempora.,2024-07-07,2022-08-29
5236,reservado,Itaque labore tempore est.,2024-01-15,2024-09-13
55426,disponível,Culpa sequi iste.,2023-03-29,2024-05-15
54264,alugado,Voluptates nam animi quos.,2023-11-06,2022-03-07
92290,alugado,Ut magnam adipisci.,2024-10-12,2023-03-22
68759,reservado,Cum itaque quam veniam ad.,2023-08-21,2023-04-28
62582,disponível,Quia iusto eos esse.,2023-06-21,2024-09-30
37916,disponível,Unde blanditiis fuga autem.,2022-10-07,2023-06-22
20835,disponível,Repellendus itaque minima.,2023-11-19,2022-07-02
97686,alugado,Voluptate ex quasi nesciunt.,2023-12-20,2023-06-04
16032,disponível,Rem illum eligendi.,2024-11-17,2024-08-20
9195,reservado,Dolore culpa iure expedita.,2022-01-23,2024-01-09
14442,reservado,Amet a explicabo.,2023-03-21,2024-09-09
22519,reservado,Est culpa labore praesentium.,2023-07-02,2022-03-15
6495,disponível,Rem consectetur quas.,2022-03-26,2024-06-10
64698,disponível,Inventore illo tempora.,2024-05-14,2022-12-22
62743,reservado,Sapiente quae reprehenderit.,2023-10-23,2023-11-14
58479,alugado,Ex possimus modi nihil.,2022-10-19,2022-10-25
58147,disponível,Neque accusamus expedita.,2024-02-29,2022-07-21
6327,disponível,Aliquid quidem ut dolorem.,2023-10-19,2023-09-22
54103,disponível,Architecto iure iure.,2022-06-08,2022-05-23
40340,alugado,Et facere sit laudantium.,2024-09-11,2023-09-24
69153,alugado,Quod maiores tenetur.,2024-08-25,2023-08-04
92591,reservado,Eius neque molestiae aliquid.,2022-02-12,2022-10-06
75513,disponível,Tempore esse sint natus.,2022-01-16,2024-08-21
27007,reservado,Aut vero magni delectus fuga.,2023-02-04,2022-07-29
22277,alugado,A similique odit.,2024-07-22,2024-01-04
35717,reservado,Cum eaque veritatis.,2024-01-14,2023-03-21
71171,reservado,Maiores ducimus nisi.,2022-07-20,2024-01-25
5281,disponível,A a nam incidunt dignissimos.,2024-11-21,2024-07-18
92777,alugado,Ab eveniet tempora placeat.,2023-12-08,2023-05-05
93157,alugado,Debitis ipsum corporis vitae.,2022-06-18,2024-08-27
57542,disponível,Id qui autem.,2024-09-08,2023-03-29
28416,reservado,Nulla a voluptate.,2023-05-09,2022-01-09
55817,disponível,Veniam animi rerum dolores.,2022-06-16,2024-05-19
1209,alugado,Iusto mollitia quos sit in.,2024-01-12,2022-10-26
12661,disponível,Quo natus a maxime.,2022-06-13,2023-04-02
16850,disponível,Cum ea ullam aperiam.,2023-12-29,2023-07-01
37408,disponível,Vitae neque deleniti velit.,2023-11-10,2024-03-08
66817,reservado,Dolorum veritatis nemo quod.,2024-02-15,2024-08-27
51427,alugado,Omnis ullam impedit voluptas.,2024-06-25,2023-12-09
15632,disponível,Et magni earum totam impedit.,2022-11-01,2021-11-30
9226,disponível,Nemo veniam aspernatur in.,2023-06-10,2022-01-01
22923,alugado,Eum facilis vel natus.,2023-01-15,2022-01-01
